Palavra,Link,Instituicao
Ja,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_janeiro_STREAM.mp4,USP
Janeiro,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_janela_STREAM.mp4,USP
Janela,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_jantar_STREAM.mp4,USP
Jantar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_jogador_de_futebol_STREAM.mp4,USP
Jogador de futebol,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_jogador_profissional_STREAM.mp4,USP
Jogador Profissional,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_judo_STREAM.mp4,USP
Judo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_julho_STREAM.mp4,USP
Julho,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_junho_STREAM.mp4,USP
Junho,https://midia.atp.usp.br/outros/libras2015/glossario/AULA07/Libras_glossario_aula07_l%C3%A1_STREAM.mp4,USP
LA,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_lado_STREAM.mp4,USP
Lado,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_lanche_STREAM.mp4,USP
Lanche,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_laranja_STREAM.mp4,USP
Laranja,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_legal_STREAM.mp4,USP
Legal,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_legenda_STREAM.mp4,USP
Legenda,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_leite_STREAM.mp4,USP
Leite,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_ler_STREAM.mp4,USP
Ler,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_levantar_STREAM.mp4,USP
Levantar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_libras_STREAM.mp4,USP
Libras,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_licao_de_casa_STREAM.mp4,USP
Licao de casa,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_licenca_STREAM.mp4,USP
Licenca,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_lindo_STREAM.mp4,USP
Lindo ou Bonito,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_lingua_de_sinais_STREAM.mp4,USP
Lingua de sinais,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_louco_STREAM.mp4,USP
Louco,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_lousa_STREAM.mp4,USP
Lousa,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_luz_STREAM.mp4,USP
Luz,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_ma%C3%A7%C3%A3_STREAM.mp4,USP
Maca,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_madrinha_STREAM.mp4,USP
Madrinha,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_madrugada_STREAM.mp4,USP
Madrugada,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_mae_STREAM.mp4,USP
Mae,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_maio_STREAM.mp4,USP
Maio,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_maioria_STREAM.mp4,USP
Maioria,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_mais_que_STREAM.mp4,USP
Mais que,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_mais_tarde_STREAM.mp4,USP
Mais tarde,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_malcriado_STREAM.mp4,USP
Malcriado,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_mao_STREAM.mp4,USP
Mao,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_mar%C3%A7o_STREAM.mp4,USP
Marco,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_margarina_STREAM.mp4,USP
Margarina,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_matematica_STREAM.mp4,USP
Matematica,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_materia_STREAM.mp4,USP
Materia ou Disciplina escolar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_material_escolar_STREAM.mp4,USP
Material escolar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_medico_STREAM.mp4,USP
Medico,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_meia-hora_STREAM.mp4,USP
Meia-hora,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_melhor_STREAM.mp4,USP
Melhor,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_menina_STREAM.mp4,USP
Menina,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_menino_STREAM.mp4,USP
Menino,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_mensagem_celular_STREAM.mp4,USP
Mensagem de celular,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_mentira_STREAM.mp4,USP
Mentira,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_mes_STREAM.mp4,USP
Mes,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_mesa_STREAM.mp4,USP
Mesa,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_meses_do_ano_STREAM.mp4,USP
Meses do ano,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_meu_STREAM.mp4,USP
Meu,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_meu_nome_STREAM.mp4,USP
Meu nome,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_meu_sinal_STREAM.mp4,USP
Meu sinal,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_mim_meu_minha_STREAM.mp4,USP
"Mim, meu ou minha",https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_minutos_STREAM.mp4,USP
Minutos,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_mochila_STREAM.mp4,USP
Mochila,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_modelo_STREAM.mp4,USP
Modelo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_mostrar_STREAM.mp4,USP
Mostrar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_mudar_STREAM.mp4,USP
Mudar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_muito_STREAM.mp4,USP
Muito,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_musica_STREAM.mp4,USP
Musica,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_nada_STREAM.mp4,USP
Nada,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_namorado_STREAM.mp4,USP
Namorado,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_nao_STREAM.mp4,USP
Nao,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_nao_conseguir_STREAM.mp4,USP
Nao conseguir,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_nao_querer_STREAM.mp4,USP
Nao querer,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_nao_ter_STREAM.mp4,USP
Nao ter,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_nascer_STREAM.mp4,USP
Nascer,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_natacao_STREAM.mp4,USP
Natacao,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_nervoso_STREAM.mp4,USP
Nervoso,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_ninguem_STREAM.mp4,USP
Ninguem,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_noite_STREAM.mp4,USP
Noite,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_nome_STREAM.mp4,USP
Nome,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_normal_STREAM.mp4,USP
Normal,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_nossa_STREAM.mp4,USP
Nossa,https://midia.atp.usp.br/outros/libras2015/glossario/AULA07/Libras_glossario_aula07_nosso_n%C3%B3s_STREAM.mp4,USP
Nosso ou nos,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_notas_STREAM.mp4,USP
Notas,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_novembro_STREAM.mp4,USP
Novembro,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_novo_STREAM.mp4,USP
Novo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_numeros_STREAM.mp4,USP
Numeros,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_nunca_STREAM.mp4,USP
Nunca,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_obrigado_STREAM.mp4,USP
Obrigado,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_obrigatorio_STREAM.mp4,USP
Obrigatorio,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_ok_STREAM.mp4,USP
OK,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_olhar_apaixonado_STREAM.mp4,USP
Olhar apaixonado ou Atraido,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_olhos_STREAM.mp4,USP
Olhos,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_ombro_STREAM.mp4,USP
Ombro,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_onde_STREAM.mp4,USP
ONDE,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_otimo_STREAM.mp4,USP
Otimo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_outro_STREAM.mp4,USP
Outro,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_outubro_STREAM.mp4,USP
Outubro,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_ouvir_STREAM.mp4,USP
Ouvir ou Audicao,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_paciencia_STREAM.mp4,USP
Paciencia,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_padrinho_STREAM.mp4,USP
Padrinho,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_pai_STREAM.mp4,USP
Pai,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_pao_de_queijo_STREAM.mp4,USP
Pao de queijo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_papel_STREAM.mp4,USP
Papel,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_parabens_STREAM.mp4,USP
Parabens,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_parecer_STREAM.mp4,USP
Parecer,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_passado_STREAM.mp4,USP
Passado,https://midia.atp.usp.br/outros/libras2015/glossario/AULA10/Libras_glossario_aula10_passar_de_ano_STREAM.mp4,USP
Passar de ano,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_passear_STREAM.mp4,USP
Passear,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_pedir_STREAM.mp4,USP
Pedir,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_pensar_STREAM.mp4,USP
Pensar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_pergunta_STREAM.mp4,USP
Perguntar e Perguntar-me,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_pessoas_STREAM.mp4,USP
Pessoas,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_piloto_de_aviao_STREAM.mp4,USP
Piloto de Aviao,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_pior_STREAM.mp4,USP
Pior,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_piscina_STREAM.mp4,USP
Piscina,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_poder_STREAM.mp4,USP
Poder,https://midia.atp.usp.br/outros/libras2015/glossario/AULA07/Libras_glossario_aula07_poema_STREAM.mp4,USP
Poema,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_porque_STREAM.mp4,USP
Porque e Por que,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_portugues_STREAM.mp4,USP
Portugues,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_pouco_STREAM.mp4,USP
Pouco,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_praticar_STREAM.mp4,USP
Praticar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_precisar_STREAM.mp4,USP
Precisar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_presidente_STREAM.mp4,USP
Presidente,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_primo_STREAM.mp4,USP
Primo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_principalmente_STREAM.mp4,USP
Principalmente,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_professor_STREAM.mp4,USP
Professor,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_profissao_STREAM.mp4,USP
Profissao,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_pronto_STREAM.mp4,USP
Pronto,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_prova_STREAM.mp4,USP
Prova,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_qual_STREAM.mp4,USP
QUAL,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_qualquer_STREAM.mp4,USP
Qualquer,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_quando_STREAM.mp4,USP
QUANDO,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_quantos_anos_STREAM.mp4,USP
Quantos anos,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_quarta-feira_STREAM.mp4,USP
Quarta-feira,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_quarto_de_dormir_STREAM.mp4,USP
Quarto de dormir,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_que_horas_sao_STREAM.mp4,USP
Que horas sao?,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_que_pena_STREAM.mp4,USP
Que pena,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_querer_STREAM.mp4,USP
Querer,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_quinta-feira_STREAM.mp4,USP
Quinta-feira,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_quinze_minutos_STREAM.mp4,USP
Quinze minutos,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_rapaz_STREAM.mp4,USP
Rapaz,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_receber_STREAM.mp4,USP
Receber,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_recife_STREAM.mp4,USP
Recife,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_recuperacao_STREAM.mp4,USP
Recuperacao,https://midia.atp.usp.br/outros/libras2015/glossario/AULA10/Libras_glossario_aula10_reforco_escolar_STREAM.mp4,USP
Reforco escolar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_regras_STREAM.mp4,USP
Regras,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_relacionamento_STREAM.mp4,USP
Relacionamento,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_relogio_STREAM.mp4,USP
Relogio,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_repetir_STREAM.mp4,USP
Repetir,https://midia.atp.usp.br/outros/libras2015/glossario/AULA10/Libras_glossario_aula10_reprovacao_escolar_STREAM.mp4,USP
Reprovacao escolar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_respeitar_STREAM.mp4,USP
Respeitar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_responder_STREAM.mp4,USP
Responder e Responder-me,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_resumo_STREAM.mp4,USP
Resumo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_rico_STREAM.mp4,USP
Rico,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_rosa_STREAM.mp4,USP
Rosa,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_rosto_STREAM.mp4,USP
Rosto,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_roxo_STREAM.mp4,USP
Roxo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_rubeola_STREAM.mp4,USP
Rubeola,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_ruim_STREAM.mp4,USP
Ruim,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_sabado_STREAM.mp4,USP
Sabado,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_saber_STREAM.mp4,USP
Saber,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_salgadinho_STREAM.mp4,USP
Salgadinho,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_sao_paulo_STREAM.mp4,USP
Sao Paulo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA10/Libras_glossario_aula10_saudade_STREAM.mp4,USP
Saudade,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_saudavel_STREAM.mp4,USP
Saudavel,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_segunda-feira_STREAM.mp4,USP
Segunda-feira,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_segundos_STREAM.mp4,USP
Segundos,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_segurar_STREAM.mp4,USP
Segurar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_semana_STREAM.mp4,USP
Semana,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_semana_que_vem_STREAM.mp4,USP
Semana que vem,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_semestral_STREAM.mp4,USP
Semestral,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_semestre_STREAM.mp4,USP
Semestre,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_sempre_STREAM.mp4,USP
Sempre,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_sentar_STREAM.mp4,USP
Sentar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_sentir_STREAM.mp4,USP
Sentir,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_setembro_STREAM.mp4,USP
Setembro,https://midia.atp.usp.br/outros/libras2015/glossario/AULA07/Libras_glossario_aula07_seu_sua_STREAM.mp4,USP
Seu ou sua,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_sexta-feira_STREAM.mp4,USP
Sexta-feira,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_sim_STREAM.mp4,USP
Sim,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_sinal_STREAM.mp4,USP
Sinal,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_sinalizar_STREAM.mp4,USP
Sinalizar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_s%C3%B3_STREAM.mp4,USP
So,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_soldado_STREAM.mp4,USP
Soldado,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_soletrar_STREAM.mp4,USP
Soletrar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_sonho_STREAM.mp4,USP
Sonho,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_sono_STREAM.mp4,USP
Sono,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_sorrir_STREAM.mp4,USP
Sorrir,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_sozinho_STREAM.mp4,USP
Sozinho,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_suco_STREAM.mp4,USP
Suco,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_surdo_STREAM.mp4,USP
Surdo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_suspensao_escolar_STREAM.mp4,USP
Suspensao escolar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_tambem_STREAM.mp4,USP
TAMBEM,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_tarde_STREAM.mp4,USP
Tarde,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_taxista_STREAM.mp4,USP
Taxista,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_tecnologia_STREAM.mp4,USP
Tecnologia,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_tempo_STREAM.mp4,USP
Tempo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_tempo_livre_STREAM.mp4,USP
Tempo livre,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_tenis_de_mesa_STREAM.mp4,USP
Tenis de Mesa,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_ter_STREAM.mp4,USP
Ter,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_terca-feira_STREAM.mp4,USP
Terca-feira,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_terminar_namoro_STREAM.mp4,USP
Terminar namoro,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_tia_tio_STREAM.mp4,USP
Tia ou Tio,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_time_STREAM.mp4,USP
Time,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_tocar_STREAM.mp4,USP
Tocar,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_trabalho_STREAM.mp4,USP
Trabalho,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_trabalhos_escolares_STREAM.mp4,USP
Trabalhos escolares,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_traducao_STREAM.mp4,USP
Traducao,https://midia.atp.usp.br/outros/libras2015/glossario/AULA09/Libras_glossario_aula09_trair_STREAM.mp4,USP
Trair,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_triste_STREAM.mp4,USP
Triste,https://midia.atp.usp.br/outros/libras2015/glossario/AULA03/Libras_glossario_aula03_tudo_bem_STREAM.mp4,USP
Tudo bem,https://midia.atp.usp.br/outros/libras2015/glossario/AULA10/Libras_glossario_aula10_turma_STREAM.mp4,USP
Turma,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_tv_STREAM.mp4,USP
TV,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_ultimo_STREAM.mp4,USP
Ultimo,https://midia.atp.usp.br/outros/libras2015/glossario/AULA06/Libras_glossario_aula06_unico_STREAM.mp4,USP
Unico,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_vamos_STREAM.mp4,USP
Vamos,https://midia.atp.usp.br/outros/libras2015/glossario/AULA08/Libras_glossario_aula08_varios_STREAM.mp4,USP
Varios,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_vazio_STREAM.mp4,USP
Vazio,https://midia.atp.usp.br/outros/libras2015/glossario/AULA05/Libras_glossario_aula05_velho_STREAM.mp4,USP
Velho,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_ver_STREAM.mp4,USP
Ver,https://midia.atp.usp.br/outros/libras2015/glossario/AULA04/Libras_glossario_aula04_verdade_STREAM.mp4,USP
Verdade,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_verde_STREAM.mp4,USP
Verde,https://midia.atp.usp.br/outros/libras2015/glossario/AULA02/Libras_glossario_aula02_vermelho_STREAM.mp4,USP
Vermelho,https://midia.atp.usp.br/outros/libras2015/glossario/AULA01/Libras_glossario_aula01_vida_STREAM.mp4,USP
