Palavra,Link,Instituicao
CORAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORAGEM.mp4,UFSC SignBank
CORACAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORA%C3%87%C3%83O.mp4,UFSC SignBank
CORACAO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORA%C3%87%C3%83O2.mp4,UFSC SignBank
COREIA-DO-NORTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COREIA-DO-NORTE.mp4,UFSC SignBank
COREIA-DO-SUL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COREIA-DO-SUL.mp4,UFSC SignBank
CORINTHIANS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORINTHIANS.mp4,UFSC SignBank
CORPO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORPO.mp4,UFSC SignBank
CORPUS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORPUS.mp4,UFSC SignBank
CORREIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORREIO.mp4,UFSC SignBank
CORRER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRER.mp4,UFSC SignBank
CORRIGIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRIGIR.mp4,UFSC SignBank
CORRUPCAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRUP%C3%87%C3%83O.mp4,UFSC SignBank
CORRUPCAO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRUP%C3%87%C3%83O2.mp4,UFSC SignBank
CORSA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORSA.mp4,UFSC SignBank
CORTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORTAR.mp4,UFSC SignBank
CORUJA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORUJA.mp4,UFSC SignBank
COSTA-DO-MARFIM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTA-DO-MARFIM.mp4,UFSC SignBank
COSTA-RICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTA-RICA.mp4,UFSC SignBank
COSTURAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTURAR.mp4,UFSC SignBank
COSTURAR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTURAR2.mp4,UFSC SignBank
COVARDE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COVARDE.mp4,UFSC SignBank
COXINHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COXINHA.mp4,UFSC SignBank
COXINHA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COXINHA2.mp4,UFSC SignBank
COZINHAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COZINHAR.mp4,UFSC SignBank
COCAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CO%C3%87AR.mp4,UFSC SignBank
CRACHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRACH%C3%81.mp4,UFSC SignBank
CRESCER-JUNTOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRESCER-JUNTOS.mp4,UFSC SignBank
CRESCER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRESCER.mp4,UFSC SignBank
CRIANCA-AGITAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRIAN%C3%87A-AGITAR.mp4,UFSC SignBank
CRIANCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRIAN%C3%87A.mp4,UFSC SignBank
CRIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRIAR.mp4,UFSC SignBank
CRICIUMA-SC,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRICI%C3%9AMA-SC.mp4,UFSC SignBank
CRISE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRISE.mp4,UFSC SignBank
CRISMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRISMA.mp4,UFSC SignBank
CROACIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRO%C3%81CIA.mp4,UFSC SignBank
CRUZ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRUZ.mp4,UFSC SignBank
CRUZEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRUZEIRO.mp4,UFSC SignBank
CUBA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUBA.mp4,UFSC SignBank
CUECA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUECA.mp4,UFSC SignBank
CUIABA-MT,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUIAB%C3%81-MT.mp4,UFSC SignBank
CUIDADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUIDADO.mp4,UFSC SignBank
CUIDAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUIDAR.mp4,UFSC SignBank
CULPAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULPAR.mp4,UFSC SignBank
CULPAR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULPAR2.mp4,UFSC SignBank
CULPAR3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULPAR3.mp4,UFSC SignBank
CULTURA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULTURA.mp4,UFSC SignBank
CULTURA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULTURA2.mp4,UFSC SignBank
CULTURA3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULTURA3.mp4,UFSC SignBank
CUMPRIMENTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUMPRIMENTAR.mp4,UFSC SignBank
CUNHADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUNHADO.mp4,UFSC SignBank
CUPUACU-RO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUPUA%C3%87U-RO.mp4,UFSC SignBank
CURAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURAR.mp4,UFSC SignBank
CURIOSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURIOSO.mp4,UFSC SignBank
CURIOSO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURIOSO2.mp4,UFSC SignBank
CURITIBA-PR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURITIBA-PR.mp4,UFSC SignBank
CURRICULO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURR%C3%8DCULO.mp4,UFSC SignBank
CURSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURSO.mp4,UFSC SignBank
CURTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURTO.mp4,UFSC SignBank
CUSPIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUSPIR.mp4,UFSC SignBank
CUTUCAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUTUCAR.mp4,UFSC SignBank
CACERES-MT,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%81CERES-MT.mp4,UFSC SignBank
CAMERA-DIGITAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%82MERA-DIGITAL.mp4,UFSC SignBank
CANCER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%82NCER.mp4,UFSC SignBank
CANCER2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%82NCER2.mp4,UFSC SignBank
CANCER3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%82NCER3.mp4,UFSC SignBank
CEREBRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%89REBRO.mp4,UFSC SignBank
CEU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%89U.mp4,UFSC SignBank
CILIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%8DLIO.mp4,UFSC SignBank
CIRCULO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%8DRCULO.mp4,UFSC SignBank
CORREGO-GRANDE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%93RREGO-GRANDE.mp4,UFSC SignBank
COMODA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%94MODA.mp4,UFSC SignBank
DADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DADO.mp4,UFSC SignBank
DADOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DADOS.mp4,UFSC SignBank
DAMAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAMAS.mp4,UFSC SignBank
DANCAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAN%C3%87AR.mp4,UFSC SignBank
DANCAR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAN%C3%87AR2.mp4,UFSC SignBank
DAQUI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAQUI.mp4,UFSC SignBank
DAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAR.mp4,UFSC SignBank
DE-NOVO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DE-NOVO.mp4,UFSC SignBank
DECEPCIONAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECEPCIONAR.mp4,UFSC SignBank
DECORAR-MEMORIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORAR-MEM%C3%93RIA.mp4,UFSC SignBank
DECORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORAR.mp4,UFSC SignBank
DECORAR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORAR2.mp4,UFSC SignBank
DECORACAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORA%C3%87%C3%83O.mp4,UFSC SignBank
DECRETO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECRETO.mp4,UFSC SignBank
DEFEITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFEITO.mp4,UFSC SignBank
DEFENDER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFENDER.mp4,UFSC SignBank
DEFICIENTE-FISICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFICIENTE-F%C3%8DSICO.mp4,UFSC SignBank
DEFICIENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFICIENTE.mp4,UFSC SignBank
DEIXAR.bmp,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEIXAR.bmp,UFSC SignBank
DEIXAR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEIXAR2.mp4,UFSC SignBank
DELICIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEL%C3%8DCIA.mp4,UFSC SignBank
DEMITIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMITIR.mp4,UFSC SignBank
DEMOCRATA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMOCRATA.mp4,UFSC SignBank
DEMOLIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMOLIR.mp4,UFSC SignBank
DEMORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMORAR.mp4,UFSC SignBank
DEMONIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEM%C3%94NIO.mp4,UFSC SignBank
DENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DENTE.mp4,UFSC SignBank
DENTRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DENTRO.mp4,UFSC SignBank
DENUNCIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DENUNCIAR.mp4,UFSC SignBank
DEPARTAMENTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPARTAMENTO.mp4,UFSC SignBank
DEPENDE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPENDE.mp4,UFSC SignBank
DEPENDE2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPENDE2.mp4,UFSC SignBank
DEPENDENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPENDENTE.mp4,UFSC SignBank
DEPOIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPOIS.mp4,UFSC SignBank
DEPOIS2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPOIS2.mp4,UFSC SignBank
DEPOSITAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPOSITAR.mp4,UFSC SignBank
DEPRESSAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPRESS%C3%83O.mp4,UFSC SignBank
DEPRESSAO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPRESS%C3%83O2.mp4,UFSC SignBank
DEPRESSAO3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPRESS%C3%83O3.mp4,UFSC SignBank
DEPRESSAO4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPRESS%C3%83O4.mp4,UFSC SignBank
DEPRESSAO5,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPRESS%C3%83O5.mp4,UFSC SignBank
DEPUTADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPUTADO.mp4,UFSC SignBank
DERROTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DERROTAR.mp4,UFSC SignBank
DESABAFAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESABAFAR.mp4,UFSC SignBank
DESAFIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESAFIO.mp4,UFSC SignBank
DESATENTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESATENTO.mp4,UFSC SignBank
DESCOBRIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESCOBRIR.mp4,UFSC SignBank
DESCONECTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESCONECTAR.mp4,UFSC SignBank
DESCONFIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESCONFIAR.mp4,UFSC SignBank
DESCONTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESCONTAR.mp4,UFSC SignBank
DESCUIDAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESCUIDAR.mp4,UFSC SignBank
DESCULPAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESCULPAR.mp4,UFSC SignBank
DESEMPREGADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESEMPREGADO.mp4,UFSC SignBank
DESENHAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESENHAR.mp4,UFSC SignBank
DESENHAR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESENHAR2.mp4,UFSC SignBank
DESENVOLVER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESENVOLVER.mp4,UFSC SignBank
DESFILAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESFILAR.mp4,UFSC SignBank
DESIGUALDADE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESIGUALDADE.mp4,UFSC SignBank
DESISTIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESISTIR.mp4,UFSC SignBank
DESLIGAR-OUVIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESLIGAR-OUVIR.mp4,UFSC SignBank
DESLIGAR-WEBCAM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESLIGAR-WEBCAM.mp4,UFSC SignBank
DESLIGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESLIGAR.mp4,UFSC SignBank
DESMAIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESMAIAR.mp4,UFSC SignBank
DESODORANTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESODORANTE.mp4,UFSC SignBank
DESODORANTE2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESODORANTE2.mp4,UFSC SignBank
DESPERTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESPERTAR.mp4,UFSC SignBank
DESQUALIFICAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESQUALIFICAR.mp4,UFSC SignBank
DESTRUIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESTRUIR.mp4,UFSC SignBank
DESVIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESVIAR.mp4,UFSC SignBank
DESVOZEADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DESVOZEADO.mp4,UFSC SignBank
DETALHAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DETALHAR.mp4,UFSC SignBank
DETERMINAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DETERMINAR.mp4,UFSC SignBank
DEUS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEUS.mp4,UFSC SignBank
DEVAGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEVAGAR.mp4,UFSC SignBank
DEVER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEVER.mp4,UFSC SignBank
DEZ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEZ.mp4,UFSC SignBank
DEZ2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEZ2.mp4,UFSC SignBank
DEZEMBRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEZEMBRO.mp4,UFSC SignBank
DIA-TODO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIA-TODO.mp4,UFSC SignBank
DIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIA.mp4,UFSC SignBank
DIA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIA2.mp4,UFSC SignBank
DIA3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIA3.mp4,UFSC SignBank
DIALETO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIALETO.mp4,UFSC SignBank
DIALETO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIALETO2.mp4,UFSC SignBank
DIALOGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIALOGAR.mp4,UFSC SignBank
DIAMANTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIAMANTE.mp4,UFSC SignBank
DIAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIAS.mp4,UFSC SignBank
DICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DICA.mp4,UFSC SignBank
DICIONARIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DICION%C3%81RIO.mp4,UFSC SignBank
DICIONARIO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DICION%C3%81RIO2.mp4,UFSC SignBank
DIDATICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DID%C3%81TICA.mp4,UFSC SignBank
DIFERENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIFERENTE.mp4,UFSC SignBank
DIFUNDIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIFUNDIR.mp4,UFSC SignBank
DIFUNDIR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIFUNDIR2.mp4,UFSC SignBank
DIFICIL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIF%C3%8DCIL.mp4,UFSC SignBank
DIGITAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIGITAR.mp4,UFSC SignBank
DILUIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DILUIR.mp4,UFSC SignBank
DIMINUIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIMINUIR.mp4,UFSC SignBank
DINAMARCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DINAMARCA.mp4,UFSC SignBank
DINHEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DINHEIRO.mp4,UFSC SignBank
DINOSSAURO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DINOSSAURO.mp4,UFSC SignBank
DIREITA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIREITA.mp4,UFSC SignBank
DIREITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIREITO.mp4,UFSC SignBank
DIRETO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIRETO.mp4,UFSC SignBank
DIRETOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIRETOR.mp4,UFSC SignBank
DIRIGIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIRIGIR.mp4,UFSC SignBank
DISCIPLINA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DISCIPLINA.mp4,UFSC SignBank
DISCURSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DISCURSO.mp4,UFSC SignBank
DISCUTIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DISCUTIR.mp4,UFSC SignBank
DISFARCAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DISFAR%C3%87AR.mp4,UFSC SignBank
DISSERTACAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DISSERTA%C3%87%C3%83O.mp4,UFSC SignBank
DISSIMULAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DISSIMULAR.mp4,UFSC SignBank
DISTRAIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DISTRAIR.mp4,UFSC SignBank
DISTANCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIST%C3%82NCIA.mp4,UFSC SignBank
DISTANCIA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIST%C3%82NCIA2.mp4,UFSC SignBank
DIVERTIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIVERTIR.mp4,UFSC SignBank
DIVIDIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIVIDIR.mp4,UFSC SignBank
DIVISAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIVIS%C3%83O.mp4,UFSC SignBank
DIVORCIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIVORCIAR.mp4,UFSC SignBank
DIVORCIAR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIVORCIAR2.mp4,UFSC SignBank
DIVORCIAR3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIVORCIAR3.mp4,UFSC SignBank
DIVULGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DIVULGAR.mp4,UFSC SignBank
DO-QUE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DO-QUE.mp4,UFSC SignBank
DOBRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOBRO.mp4,UFSC SignBank
DOCE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOCE.mp4,UFSC SignBank
DOCUMENTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOCUMENTO.mp4,UFSC SignBank
DOENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOENTE.mp4,UFSC SignBank
DOIS-DIAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOIS-DIAS.mp4,UFSC SignBank
DOM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOM.mp4,UFSC SignBank
DOMINGO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOMINGO.mp4,UFSC SignBank
DOR-CABECA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOR-CABE%C3%87A.mp4,UFSC SignBank
DOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOR.mp4,UFSC SignBank
DORMIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DORMIR.mp4,UFSC SignBank
DORMIR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DORMIR2.mp4,UFSC SignBank
DORMIR3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DORMIR3.mp4,UFSC SignBank
DOURADO-MT,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOURADO-MT.mp4,UFSC SignBank
DOUTOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOUTOR.mp4,UFSC SignBank
DOUTOR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOUTOR2.mp4,UFSC SignBank
DOUTORADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DOUTORADO.mp4,UFSC SignBank
DRAGAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DRAG%C3%83O.mp4,UFSC SignBank
DRIVE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DRIVE.mp4,UFSC SignBank
DROGA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DROGA.mp4,UFSC SignBank
DROGAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DROGAS.mp4,UFSC SignBank
DROGAS2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DROGAS2.mp4,UFSC SignBank
DROPBOX,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DROPBOX.mp4,UFSC SignBank
DUAS-VEZES,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DUAS-VEZES.mp4,UFSC SignBank
DUAS-VEZES2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DUAS-VEZES2.mp4,UFSC SignBank
DUPLA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DUPLA.mp4,UFSC SignBank
DURANTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DURANTE.mp4,UFSC SignBank
